scoringAiId,requestNo,contentsName,artistName,dContentsName,dArtistName,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,clubDamCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoTray,requestNoChapter,fadeout,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,spare1,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,timing,longtoneSkill,vibratoSkill,vibratoType,vibratoTotalSecond,vibratoCount,accentCount,hammeringOnCount,edgeVoiceCount,hiccupCount,aiSensitivityMeterAdd,aiSensitivityMeterDeduct,aiSensitivityPoints,aiSensitivityBonus,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,spare2,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,maxTotalPoints,scoringDateTime,aiSensitivityGraphAddPointsSection01,aiSensitivityGraphAddPointsSection02,aiSensitivityGraphAddPointsSection03,aiSensitivityGraphAddPointsSection04,aiSensitivityGraphAddPointsSection05,aiSensitivityGraphAddPointsSection06,aiSensitivityGraphAddPointsSection07,aiSensitivityGraphAddPointsSection08,aiSensitivityGraphAddPointsSection09,aiSensitivityGraphAddPointsSection10,aiSensitivityGraphAddPointsSection11,aiSensitivityGraphAddPointsSection12,aiSensitivityGraphAddPointsSection13,aiSensitivityGraphAddPointsSection14,aiSensitivityGraphAddPointsSection15,aiSensitivityGraphAddPointsSection16,aiSensitivityGraphAddPointsSection17,aiSensitivityGraphAddPointsSection18,aiSensitivityGraphAddPointsSection19,aiSensitivityGraphAddPointsSection20,aiSensitivityGraphAddPointsSection21,aiSensitivityGraphAddPointsSection22,aiSensitivityGraphAddPointsSection23,aiSensitivityGraphAddPointsSection24,aiSensitivityGraphDeductPointsSection01,aiSensitivityGraphDeductPointsSection02,aiSensitivityGraphDeductPointsSection03,aiSensitivityGraphDeductPointsSection04,aiSensitivityGraphDeductPointsSection05,aiSensitivityGraphDeductPointsSection06,aiSensitivityGraphDeductPointsSection07,aiSensitivityGraphDeductPointsSection08,aiSensitivityGraphDeductPointsSection09,aiSensitivityGraphDeductPointsSection10,aiSensitivityGraphDeductPointsSection11,aiSensitivityGraphDeductPointsSection12,aiSensitivityGraphDeductPointsSection13,aiSensitivityGraphDeductPointsSection14,aiSensitivityGraphDeductPointsSection15,aiSensitivityGraphDeductPointsSection16,aiSensitivityGraphDeductPointsSection17,aiSensitivityGraphDeductPointsSection18,aiSensitivityGraphDeductPointsSection19,aiSensitivityGraphDeductPointsSection20,aiSensitivityGraphDeductPointsSection21,aiSensitivityGraphDeductPointsSection22,aiSensitivityGraphDeductPointsSection23,aiSensitivityGraphDeductPointsSection24,aiSensitivityGraphIndexSection01,aiSensitivityGraphIndexSection02,aiSensitivityGraphIndexSection03,aiSensitivityGraphIndexSection04,aiSensitivityGraphIndexSection05,aiSensitivityGraphIndexSection06,aiSensitivityGraphIndexSection07,aiSensitivityGraphIndexSection08,aiSensitivityGraphIndexSection09,aiSensitivityGraphIndexSection10,aiSensitivityGraphIndexSection11,aiSensitivityGraphIndexSection12,aiSensitivityGraphIndexSection13,aiSensitivityGraphIndexSection14,aiSensitivityGraphIndexSection15,aiSensitivityGraphIndexSection16,aiSensitivityGraphIndexSection17,aiSensitivityGraphIndexSection18,aiSensitivityGraphIndexSection19,aiSensitivityGraphIndexSection20,aiSensitivityGraphIndexSection21,aiSensitivityGraphIndexSection22,aiSensitivityGraphIndexSection23,aiSensitivityGraphIndexSection24,favorite
"2226340","3328-82","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","3328","82","0","3081","87","47","87","84","92",,"71","54","71","54","98","22","13","0","5","6","6","10","253","69","0","0","0","0","86","13","83","3995","86217","73","66","73","80","93",,"87","88","86","78","82","75","80","81","70","86","80","91","89","81","89","81","93","92","96","75","70","86","98","82","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","95097","20251022113806","52","72","62","70","92","41","73","43","42","31","25","57","76","100","53","92","71","30","86","41","50","61","46","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","51","43","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226350","3328-82","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","3328","82","0","151","84","65","77","85","94",,"71","54","66","54","73","18","14","0","5","6","6","10","127","40","0","0","0","0","83","11","80","3901","86217","73","66","73","80","93",,"97","83","85","84","83","86","92","72","78","86","85","78","69","74","89","77","89","86","77","93","97","80","82","75","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","95097","20251022114448","63","70","52","46","86","75","63","52","95","33","12","33","40","51","56","61","51","57","86","83","46","61","57","12","27","17","0","0","26","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226361","5617-31","ひまわりの約束(生音)","秦 基博","[生音]ひまわりの約束","秦 基博","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","5617","31","0","2511","91","67","88","94","99",,"69","50","69","50","98","36","21","0","5","9","8","10","320","80","0","0","0","0","100","28","92","2224","87362","80","66","80","73","93",,"90","90","88","85","94","97","95","92","100","95","91","76","96","94","96","90","97","100","94","89","87","100","89","90","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","95254","20251022115227","71","100","80","100","63","93","68","88","12","60","75","63","82","100","90","100","65","21","12","51","100","78","97","52","0","0","0","0","0","0","100","0","0","0","0","0","0","17","0","57","25","18","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","0"
"2226425","4461-09","God knows...","涼宮ハルヒ(CV.平野綾)","God knows...","涼宮ハルヒ(CV.平野綾)","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","4461","09","0","161","87","59","71","89","98",,"74","58","69","58","72","29","14","0","5","7","7","10","181","45","0","0","0","0","83","23","79","3057","87026","80","66","73","73","93",,"96","86","78","86","86","94","95","100","100","100","100","81","89","90","82","91","68","89","83","84","74","91","87","100","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","95356","20251022123038","25","21","52","61","51","60","72","37","12","12","22","46","60","33","76","56","55","30","25","68","81","85","100","100","19","0","0","66","0","9","0","0","0","0","0","1","0","66","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","0"
"2226436","7609-91","千本桜","WhiteFlame feat.初音ミク","千本桜","WhiteFlame feat.初音ミク","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","7609","91","0","1341","85","88","79","91","98",,"75","54","68","54","78","33","17","0","5","9","6","5","17","4","0","0","0","0","87","19","81","3748","83552","73","66","66","46","93",,"78","81","94","90","86","86","83","82","80","78","86","87","90","91","83","91","100","100","0","85","87","91","77","76","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'00","B'00","B'01","B'10","B'10","B'10","B'10","94457","20251022123738","62","21","51","32","78","97","33","12","72","47","42","82","80","60","55","0","12","12","12","100","68","97","51","40","0","0","24","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","61","0","0","0","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'00","B'00","B'01","B'10","B'10","B'10","B'10","0"
"2226447","3345-50","星座になれたら(生音)","結束バンド","[生音]星座になれたら","結束バンド","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","3345","50","0","2321","82","49","74","73","98",,"72","55","67","55","66","24","31","0","5","3","6","10","201","59","0","0","0","0","85","6","83","3134","83987","73","60","66","73","93",,"76","76","63","75","78","78","52","77","74","77","91","84","91","73","91","83","83","82","81","66","68","74","85","87","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","93639","20251022124157","55","51","72","33","81","66","83","21","51","56","75","63","51","43","70","70","85","12","57","38","40","100","61","73","30","8","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226457","3345-50","星座になれたら(生音)","結束バンド","[生音]星座になれたら","結束バンド","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3345","50","0","2981","92","42","77","88","99",,"73","56","72","56","73","45","16","0","5","7","6","10","231","61","0","0","0","0","96","7","93","3264","83987","73","60","66","73","93",,"87","87","92","94","94","81","87","91","93","91","98","100","84","87","95","90","85","88","91","83","100","95","98","100","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","93639","20251022124659","60","88","47","97","70","80","100","67","82","21","81","78","72","65","66","55","67","12","67","76","62","93","93","100","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226470","7205-97","ハルウタ","いきものがかり","ハルウタ","いきものがかり","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","7205","97","0","2321","89","78","77","92","99",,"74","56","70","56","70","71","19","0","5","9","6","10","240","57","0","0","0","0","99","6","97","4105","85374","73","73","66","73","93",,"88","90","91","92","91","95","91","86","93","92","89","86","85","87","96","87","86","92","96","88","85","90","89","91","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","94253","20251022125212","30","57","12","93","100","65","75","81","80","63","12","68","100","82","91","100","100","38","38","100","72","91","82","81","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","0"
"2226483","4537-80","ユメヲカケル！","スペシャルウィーク(CV.和氣あず未)、サイレンススズカ(CV.高野麻里佳)、トウカイテイオー(CV.Machico)、ウオッカ(CV.大橋彩香)、ダイワスカーレット(CV.木村千咲)、ゴールドシップ(CV.上田瞳)、メジロマックイーン(","ユメヲカケル！","スペシャルウィーク(CV.和氣あず未)、サイレンススズカ(CV.高野麻里佳)、トウカイテイオー(CV.Machico)、ウオッカ(CV.大橋彩香)、ダイワスカーレット(CV.木村千咲)、ゴールドシップ(CV.上田瞳)、メジロマックイーン(CV.大西沙織)","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","4537","80","0","3581","86","81","71","89","98",,"73","56","69","56","71","35","11","0","5","7","7","1","111","25","0","0","0","0","94","16","92","3090","84713","73","73","66","66","93",,"69","100","85","89","92","80","88","90","84","86","87","82","87","84","94","91","83","89","84","90","88","88","93","81","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94716","20251022125826","88","42","58","61","42","91","100","61","33","51","100","100","63","80","12","12","80","100","25","33","71","98","85","67","0","0","0","5","0","0","0","0","0","14","0","0","0","0","0","0","0","0","69","21","0","0","0","0","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2226494","2906-87","夢をかなえてドラえもん","mao","夢をかなえてドラえもん","mao","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","2906","87","0","3722","91","88","75","90","99",,"71","56","66","56","74","28","35","0","5","9","6","5","83","26","0","0","0","0","84","52","74","3046","83250","73","66","66","60","93",,"91","90","90","84","97","89","91","88","100","73","97","92","88","94","96","96","88","78","0","91","92","96","93","88","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","95450","20251022130424","38","30","56","60","55","30","55","55","21","55","46","72","30","76","42","21","47","66","21","76","63","83","63","96","41","1","1","30","59","82","0","0","0","97","0","0","12","0","0","0","0","0","0","8","33","0","0","0","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","0"
"2226508","7192-03","月光花 [良音]","Janne Da Arc","[良音]月光花","Janne Da Arc","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","7192","03","0","2231","89","49","76","89","87",,"69","54","69","54","97","26","9","0","5","7","7","10","223","57","0","0","0","0","84","30","76","3416","85853","73","66","73","73","93",,"95","83","93","83","91","84","99","100","84","94","100","91","82","100","100","100","69","100","78","90","85","70","86","100","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","92424","20251022131131","73","45","61","60","46","25","21","21","12","38","91","43","68","38","63","12","12","47","90","57","45","92","100","60","0","0","13","0","0","0","0","0","9","0","0","0","0","0","0","0","0","40","61","36","0","26","0","26","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2226519","7206-30","熱情のスペクトラム","いきものがかり","熱情のスペクトラム","いきものがかり","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","7206","30","0","2321","86","84","82","92","98",,"72","54","72","54","79","39","24","0","5","9","6","1","191","51","0","0","0","0","94","6","92","3702","83999","73","73","66","73","93",,"87","100","88","83","80","82","81","82","83","86","84","84","78","83","87","82","100","87","82","90","84","99","79","84","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","92214","20251022131835","100","63","75","42","61","100","82","82","97","30","43","51","70","77","100","66","12","33","71","82","52","100","100","22","0","3","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226531","3799-07","一番の宝物(Original Version)","karuta","一番の宝物(Original Version)","karuta","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3799","07","0","2821","86","50","86","85","99",,"74","53","74","53","92","27","18","2","5","8","5","13","123","46","0","0","0","0","100","52","84","1657","83377","73","73","66","66","93",,"83","78","82","88","88","89","88","86","84","95","79","89","80","81","87","93","100","48","92","93","88","75","85","86","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","94717","20251022132300","61","71","77","30","52","93","76","12","65","91","53","21","70","100","70","12","0","21","100","100","90","100","58","73","0","0","47","0","0","100","0","0","0","0","23","22","0","34","0","0","0","0","0","6","0","0","15","100","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2226543","5505-12","1日は25時間。","ツルシマアンナ","1日は25時間。","ツルシマアンナ","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","5505","12","0","1041","86","79","72","92","98",,"73","54","64","54","63","42","16","0","5","9","6","13","140","38","0","0","0","0","86","16","82","3445","85000","73","73","66","66","93",,"88","88","90","77","92","85","85","92","87","86","92","92","95","90","100","75","80","81","75","80","94","81","89","88","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","94655","20251022132922","91","21","67","42","77","63","60","93","42","45","60","33","52","71","12","42","81","72","33","63","42","68","100","61","0","0","42","0","0","0","0","0","0","10","54","0","0","0","0","17","0","0","0","13","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2226550","1025-65","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1025","65","0","1601","88","76","60","89","99",,"68","57","59","59","66","38","9","0","5","10","4","11","18","6","0","0","0","0","67","1","67","2106","83597","80","66","60","53","86",,"83","93","79","93","96","90","92","90","100","93","87","75","77","96","75","82","81","85","89","97","92","93","84","94","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","95771","20251022133416","38","47","30","61","40","25","30","46","12","12","47","42","21","21","38","42","38","12","25","52","38","52","21","48","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2226558","1025-65","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1025","65","0","1951","90","81","60","91","99",,"68","57","66","59","64","38","6","0","5","9","5","13","26","8","0","0","0","0","71","7","69","2507","83597","80","66","60","53","86",,"86","96","82","92","92","87","92","87","100","91","82","89","100","88","85","81","85","89","89","94","96","98","100","87","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","95771","20251022133733","63","68","21","67","43","22","31","68","21","0","30","72","12","52","38","42","21","12","30","66","21","40","25","55","0","0","0","0","0","0","0","47","9","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2226572","4420-18","NOISY LOVE POWER☆","大橋彩香","NOISY LOVE POWER☆","大橋彩香","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","4420","18","0","3701","88","81","79","91","98",,"74","57","69","57","77","55","18","0","5","9","6","13","116","37","0","0","0","0","93","15","89","3797","86344","80","73","66","73","93",,"89","74","80","88","87","91","92","85","100","93","79","89","81","86","84","89","73","84","94","100","94","91","92","83","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","95965","20251022134048","100","40","21","73","46","100","100","93","21","63","21","61","55","51","93","61","21","12","47","86","100","95","92","72","0","0","0","50","0","0","0","0","0","0","0","0","0","29","0","22","0","0","0","0","0","0","8","0","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226587","4400-73","ふゆびより","佐々木恵梨","ふゆびより","佐々木恵梨","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","4400","73","0","3081","89","50","79","85","92",,"75","56","75","56","79","9","14","1","5","7","5","10","90","32","0","0","0","0","80","30","74","4265","86581","80","73","73","73","93",,"86","86","80","90","90","85","76","66","100","100","92","80","94","100","74","87","100","95","74","83","95","84","78","94","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","95232","20251022134551","41","67","56","65","31","46","35","25","47","60","68","36","46","57","63","12","62","12","67","66","52","58","75","43","0","41","0","0","0","0","0","0","100","0","0","0","0","35","0","0","0","0","1","5","0","0","27","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2226596","1071-89","そんなもんね","asmi","そんなもんね","asmi","AT002929","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-1","1071","89","0","1581","85","58","75","78","98",,"78","59","71","59","83","34","11","0","5","4","6","10","74","19","0","0","0","0","77","5","75","2877","79587","73","66","53","60","93",,"82","93","73","88","87","95","86","80","93","87","96","78","80","84","92","100","81","84","76","79","90","85","93","85","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","92514","20251022135053","62","42","38","51","82","60","67","72","12","21","25","25","68","61","12","51","52","31","48","67","93","21","33","38","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","10","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'00","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2235206","5617-31","ひまわりの約束(生音)","秦 基博","[生音]ひまわりの約束","秦 基博","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5617","31","0","1891","86","68","77","90","98",,"70","51","70","53","74","7","18","0","5","7","7","2","262","59","0","0","0","0","89","16","85","1154","87364","80","66","80","73","93",,"62","64","82","83","91","75","83","91","100","91","59","89","87","90","88","94","92","100","92","85","95","88","97","85","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","95291","20251028145647","25","31","48","40","77","77","77","100","12","76","40","47","100","72","91","61","56","30","0","68","91","62","56","60","0","0","0","23","0","0","56","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","24","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","0"
"2235218","5499-74","ガジュマル ～Heaven in the Rain～","ReoNa","ガジュマル ～Heaven in the Rain～","ReoNa","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5499","74","0","1931","89","67","66","88","98",,"76","60","74","60","70","5","18","0","5","6","7","13","148","37","0","0","0","0","74","33","69","990","84766","80","73","66","73","86",,"88","90","80","91","96","93","84","74","82","89","98","99","100","80","79","79","92","92","93","82","88","88","82","82","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","94375","20251028150235","38","30","45","40","46","51","43","21","12","58","51","40","12","73","12","21","21","76","61","25","35","100","33","31","0","75","0","0","5","0","0","0","0","0","0","0","0","0","0","13","0","0","94","0","44","0","8","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
