scoringDxgId,requestNo,contentsName,artistName,dContentsName,dArtistName,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,clubDamCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoChapter,requestNoTray,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,vibratoCount,timing,longtoneSkill,vibratoSkill,vibratoType,vibratoTotalSecond,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,lastTotalPoints,scoringDateTime,expressionGraphPointsSection01,expressionGraphPointsSection02,expressionGraphPointsSection03,expressionGraphPointsSection04,expressionGraphPointsSection05,expressionGraphPointsSection06,expressionGraphPointsSection07,expressionGraphPointsSection08,expressionGraphPointsSection09,expressionGraphPointsSection10,expressionGraphPointsSection11,expressionGraphPointsSection12,expressionGraphPointsSection13,expressionGraphPointsSection14,expressionGraphPointsSection15,expressionGraphPointsSection16,expressionGraphPointsSection17,expressionGraphPointsSection18,expressionGraphPointsSection19,expressionGraphPointsSection20,expressionGraphPointsSection21,expressionGraphPointsSection22,expressionGraphPointsSection23,expressionGraphPointsSection24,expressionGraphIndexSection01,expressionGraphIndexSection02,expressionGraphIndexSection03,expressionGraphIndexSection04,expressionGraphIndexSection05,expressionGraphIndexSection06,expressionGraphIndexSection07,expressionGraphIndexSection08,expressionGraphIndexSection09,expressionGraphIndexSection10,expressionGraphIndexSection11,expressionGraphIndexSection12,expressionGraphIndexSection13,expressionGraphIndexSection14,expressionGraphIndexSection15,expressionGraphIndexSection16,expressionGraphIndexSection17,expressionGraphIndexSection18,expressionGraphIndexSection19,expressionGraphIndexSection20,expressionGraphIndexSection21,expressionGraphIndexSection22,expressionGraphIndexSection23,expressionGraphIndexSection24,bonusType,bonusPoint,favorite
"102307226","5941-40","SUN","星野 源","SUN","星野 源","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","40","5941","1892","87","62","67","82","99","69","51","68","51","44","38","24","1","28","5","7","4","12","96","80911","74","74","67","60","95","86","81","87","92","100","96","100","100","0","95","81","83","86","80","88","94","97","79","83","83","88","77","94","89","1","1","1","2","2","2","2","2","0","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","0","20240605150210","46","67","47","77","67","46","64","54","0","55","64","63","63","67","55","54","71","61","77","71","62","60","59","50","1","1","1","2","2","2","2","2","0","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1236","0"
"102307235","1309-46","ミックスナッツ","Official髭男dism","ミックスナッツ","Official髭男dism","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","46","1309","1892","85","62","74","65","99","74","51","73","51","50","56","29","5","39","5","3","4","10","236","81952","74","74","74","60","95","90","78","84","95","86","88","94","84","88","95","87","81","83","90","83","92","90","88","83","87","89","86","89","80","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","88723","20240605150713","47","68","66","60","68","54","77","75","59","67","81","62","61","57","63","78","76","70","55","53","77","69","76","72","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1230","0"
"102307249","5285-69","群青","YOASOBI","群青","YOASOBI","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","69","5285","401","85","47","76","66","97","80","53","80","43","56","17","8","0","30","5","3","4","12","108","79595","74","67","74","53","95","82","82","90","94","91","95","0","81","87","84","69","87","84","94","85","85","89","92","96","83","82","85","81","88","1","1","1","1","2","2","0","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","0","20240605151245","52","67","61","64","56","75","0","87","78","73","77","72","84","70","69","77","75","83","88","71","75","67","64","71","1","1","1","1","2","2","0","1","1","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1215","0"
"102307258","1041-80","Gold","EGOIST","Gold","EGOIST","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","80","1041","162","82","66","74","63","98","79","52","76","47","54","16","9","1","13","5","4","3","12","47","81974","74","67","74","60","95","98","93","89","82","84","75","93","92","90","80","0","0","88","82","81","79","75","75","78","72","88","90","81","92","1","1","1","1","1","1","2","2","2","2","0","0","1","1","1","1","1","1","1","1","2","2","2","2","0","20240605151837","60","52","72","64","68","66","86","67","67","76","0","0","74","69","79","62","75","72","86","66","81","66","62","60","1","1","1","1","1","1","2","2","2","2","0","0","1","1","1","1","1","1","1","1","2","2","2","2","1","556","0"
"102307274","5902-56","シュガーソングとビターステップ(生音)","UNISON SQUARE GARDEN","[生音]シュガーソングとビターステップ","UNISON SQUARE GARDEN","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","56","5902","2892","85","82","72","89","98","71","54","71","54","50","29","14","0","21","5","10","4","11","84","83843","81","67","74","53","95","92","91","86","86","90","88","81","0","84","84","80","85","0","0","0","0","0","79","87","87","89","88","84","0","1","1","1","1","1","2","2","0","1","1","1","2","0","0","0","0","0","1","1","2","2","2","2","0","0","20240605152351","66","64","62","71","72","67","68","0","63","75","67","71","0","0","0","0","0","60","73","68","63","75","57","0","1","1","1","1","1","2","2","0","1","1","1","2","0","0","0","0","0","1","1","2","2","2","2","0","1","1139","0"
"102307282","5251-76","ないない","ReoNa","ないない","ReoNa","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","76","5251","411","85","56","72","78","63","73","58","73","58","52","16","10","0","25","4","7","3","12","102","83189","81","67","74","60","88","79","79","91","82","88","96","89","78","83","91","0","0","95","88","96","0","0","0","91","93","75","86","79","77","1","1","1","1","1","2","2","2","1","1","0","0","2","2","2","0","0","0","1","2","2","2","2","2","86716","20240605153140","57","67","52","51","73","69","60","54","67","64","0","0","66","69","74","0","0","0","61","77","81","72","62","79","1","1","1","1","1","2","2","2","1","1","0","0","2","2","2","0","0","0","1","2","2","2","2","2","1","1217","0"
"102307289","3246-60","馬と鹿","米津玄師","馬と鹿","米津玄師","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","60","3246","2251","82","62","80","88","97","70","48","70","51","58","32","8","8","47","5","9","5","12","190","81714","74","67","81","67","95","79","87","77","83","71","88","88","0","0","75","91","78","78","90","89","88","0","79","84","0","88","77","88","89","1","1","1","1","2","2","2","0","0","1","1","1","1","2","2","2","0","1","1","0","2","2","2","2","0","20240605153714","74","77","68","70","80","86","90","0","0","80","72","76","71","79","79","67","0","72","83","0","76","78","65","66","1","1","1","1","2","2","2","0","0","1","1","1","1","2","2","2","0","1","1","0","2","2","2","2","1","554","0"
"102307299","1057-48","君という神話","やなぎなぎ","君という神話","やなぎなぎ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","48","1057","3101","85","67","73","88","99","73","54","73","54","54","17","5","0","43","5","9","4","10","163","80838","74","74","74","67","95","90","90","93","94","87","92","96","93","84","79","87","85","90","93","0","0","85","83","83","81","81","79","78","80","1","1","1","1","2","2","2","2","1","1","1","1","2","2","0","0","1","1","2","2","2","2","2","2","0","20240605154253","57","63","60","68","62","74","56","67","47","58","67","73","79","75","0","0","58","69","83","77","67","68","71","71","1","1","1","1","2","2","2","2","1","1","1","1","2","2","0","0","1","1","2","2","2","2","2","2","1","1152","0"
"102307308","3160-29","なないろびより","nano.RIPE","なないろびより","nano.RIPE","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","29","3160","582","84","68","68","80","80","75","54","75","58","48","4","6","3","28","5","5","5","1","95","81936","74","67","67","67","88","88","90","86","90","71","82","85","88","0","85","92","79","0","0","0","75","92","80","85","86","88","84","83","82","1","1","1","1","1","2","2","2","0","1","1","1","0","0","0","1","1","1","2","2","2","2","2","2","0","20240605154829","56","66","59","67","58","54","62","63","0","50","68","65","0","0","0","61","54","60","67","60","78","65","69","65","1","1","1","1","1","2","2","2","0","1","1","1","0","0","0","1","1","1","2","2","2","2","2","2","1","962","0"
"102307317","5231-82","チューリングラブ feat.Sou","ナナヲアカリ","チューリングラブ feat.Sou","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","82","5231","582","80","78","74","71","97","76","48","83","45","53","49","10","2","16","5","5","3","13","75","79449","74","67","74","39","88","81","78","83","83","75","88","82","82","85","0","75","80","72","81","88","86","87","87","88","89","85","82","76","79","1","1","1","1","2","2","2","2","2","0","1","1","1","1","1","2","2","2","2","2","2","2","2","2","85099","20240605155356","51","65","48","74","65","65","64","69","49","0","63","69","63","65","69","80","86","62","69","76","79","65","77","60","1","1","1","1","2","2","2","2","2","0","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","153","0"
"102307326","4765-73","紅蓮華","LiSA","紅蓮華","LiSA","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","73","4765","741","87","72","84","85","99","79","52","78","52","61","28","17","5","32","5","8","4","10","119","82081","74","74","74","67","95","94","100","93","94","81","100","87","82","88","0","90","85","88","86","79","89","0","88","97","86","94","89","91","92","1","1","1","1","1","1","2","2","2","0","1","1","1","2","2","2","0","1","1","1","2","2","2","2","0","20240605155839","60","76","68","54","49","75","79","81","52","0","57","72","88","77","88","70","0","54","38","71","86","90","77","74","1","1","1","1","1","1","2","2","2","0","1","1","1","2","2","2","0","1","1","1","2","2","2","2","1","1212","0"
"102307332","7654-61","フォニイ feat.可不(KAFU)","ツミキ","フォニイ feat.可不(KAFU)","ツミキ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","61","7654","862","79","42","72","14","99","80","55","79","57","52","18","3","1","2","5","1","0","10","6","78827","74","67","74","39","95","78","0","0","82","81","88","80","80","82","92","85","0","91","76","80","80","79","0","77","84","70","73","71","75","1","0","0","1","1","1","1","1","2","2","2","0","1","1","1","1","1","0","2","2","2","2","2","2","85235","20240605160333","64","0","0","86","68","67","77","66","75","70","87","0","69","68","68","67","66","0","75","78","70","72","72","53","1","0","0","1","1","1","1","1","2","2","2","0","1","1","1","1","1","0","2","2","2","2","2","2","0","0","0"
"102307389","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2252","84","25","84","68","93","74","57","74","47","66","27","3","0","17","5","4","4","1","116","81000","74","67","74","46","88","78","91","88","88","89","90","80","67","93","88","94","95","92","91","83","83","83","78","0","0","0","74","89","83","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","0","20240605163932","27","62","62","79","62","66","68","68","82","86","73","70","75","67","86","71","81","75","0","0","0","43","87","65","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1084","0"
"102307395","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","981","84","30","71","50","77","74","57","74","47","52","15","3","2","5","5","2","3","12","34","81000","74","67","74","46","88","86","83","71","90","95","74","80","97","77","88","90","87","81","91","84","77","84","78","0","0","0","82","91","92","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87429","20240605164142","18","75","76","48","72","52","57","86","58","86","60","63","85","65","68","70","64","65","0","0","0","24","50","41","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","977","0"
"102307401","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1112","84","82","84","58","65","74","57","74","54","66","12","6","2","10","4","1","5","12","19","81000","74","67","74","46","88","90","93","75","94","93","87","82","48","96","73","90","70","83","95","78","74","86","88","0","0","0","86","91","89","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","83662","20240605164457","25","56","66","88","88","68","86","77","70","77","90","73","81","89","87","54","67","83","0","0","0","33","79","77","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1047","0"
"102307407","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1272","85","41","67","56","99","74","57","74","47","48","13","0","0","13","5","3","3","7","44","81000","74","67","74","46","88","86","89","77","82","92","83","84","91","99","92","100","85","82","80","87","90","97","80","0","0","0","85","87","83","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","85636","20240605164653","21","35","42","51","60","65","54","26","71","77","66","62","53","76","75","52","55","61","0","0","0","26","86","43","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1216","0"
"102307411","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1892","86","42","65","71","99","74","57","66","47","47","13","3","0","12","5","3","5","11","24","81000","74","67","74","46","88","88","88","83","92","86","87","100","93","88","99","90","87","85","82","92","76","94","94","0","0","0","77","89","89","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87046","20240605164918","0","37","45","61","69","57","55","39","74","67","51","66","69","63","71","51","57","63","0","0","0","24","73","67","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1244","0"
"102307419","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2962","83","60","72","77","99","74","57","62","45","54","16","1","1","11","5","4","6","12","44","81000","74","67","74","46","88","86","87","84","89","84","71","69","81","96","87","95","92","88","64","91","75","80","85","0","0","0","80","84","87","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87366","20240605165125","0","49","55","57","74","65","63","49","60","65","58","78","80","61","72","48","56","69","0","0","0","28","89","89","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","741","0"
"102307424","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2472","85","82","62","88","84","74","57","74","54","43","6","2","1","9","5","8","6","13","35","81000","74","67","74","46","88","88","87","79","94","97","87","100","80","74","77","77","84","87","74","96","68","88","91","0","0","0","91","91","92","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","86037","20240605165431","85","56","45","38","72","51","67","49","72","84","65","67","60","63","69","50","47","57","0","0","0","19","57","53","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1145","0"
"102307430","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2963","83","66","66","75","93","74","57","74","54","46","14","3","1","5","5","6","4","10","16","81000","74","67","74","46","88","78","89","82","84","85","100","77","69","93","75","88","95","73","87","80","90","77","81","0","0","0","85","93","83","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","88680","20240605165652","30","76","65","48","54","66","66","63","69","49","69","71","55","49","69","76","64","69","0","0","0","23","57","55","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","780","0"
"102307432","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","3101","85","41","71","82","99","74","57","62","45","53","14","0","0","5","5","4","8","5","18","81000","74","67","74","46","88","94","91","83","81","84","78","84","87","84","93","97","82","90","72","88","78","80","91","0","0","0","94","87","84","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","86421","20240605165903","23","61","52","73","61","56","61","52","85","69","57","63","57","73","54","47","50","75","0","0","0","28","88","61","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1182","0"
"102307439","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2471","85","72","62","88","90","74","57","62","47","43","20","0","0","6","5","9","4","5","23","81000","74","67","74","46","88","83","84","80","82","86","90","85","74","96","80","97","90","99","78","87","87","88","91","0","0","0","88","87","88","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87602","20240605170115","0","61","52","63","53","48","69","55","43","54","52","62","57","55","47","59","74","62","0","0","0","20","66","55","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1148","0"
"102307442","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2892","85","56","68","78","95","74","57","62","47","49","13","2","0","12","5","4","5","4","40","81000","74","67","74","46","88","84","91","86","84","87","84","77","74","99","86","91","82","94","89","89","81","82","86","0","0","0","88","95","81","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","88754","20240605170324","24","60","53","46","48","50","53","56","66","80","79","69","79","63","78","58","60","65","0","0","0","26","66","33","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1206","0"
"102307445","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1123","81","81","65","82","84","74","57","74","59","46","6","3","0","3","5","9","0","12","5","81000","74","67","74","46","88","82","88","89","88","86","80","83","74","85","73","85","78","100","74","87","84","73","70","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87218","20240605170546","0","52","49","71","82","56","70","62","62","73","54","74","59","60","59","52","68","55","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","369","0"
"102307451","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2891","86","41","58","72","98","74","57","66","47","39","14","2","0","9","5","4","5","5","32","81000","74","67","74","46","88","86","91","83","81","83","77","88","87","100","99","91","80","89","83","96","91","87","90","0","0","0","83","92","82","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","84699","20240605170832","0","52","43","41","55","36","50","45","56","59","54","71","56","42","57","57","48","68","0","0","0","19","59","50","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1255","0"
"102307456","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1261","86","17","68","74","87","74","57","66","45","49","22","1","0","11","5","4","5","4","38","81000","74","67","74","46","88","87","93","93","90","77","87","92","87","90","99","93","83","93","91","97","81","85","80","0","0","0","85","91","84","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87162","20240605171048","0","59","64","65","59","45","66","59","73","79","52","66","62","63","65","64","59","59","0","0","0","25","57","65","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1255","0"
"102307461","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1112","84","83","69","86","99","74","57","62","50","50","20","1","0","8","5","9","3","11","16","81000","74","67","74","46","88","86","81","81","85","88","90","81","87","87","92","91","92","90","81","90","87","82","89","0","0","0","85","75","83","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","86392","20240605171303","21","35","43","57","57","48","55","63","73","73","51","77","72","59","78","75","79","59","0","0","0","31","65","56","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1032","0"
"102307462","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2891","86","87","63","69","99","74","57","62","47","43","17","1","0","14","5","4","4","4","41","81000","74","67","74","46","88","88","87","82","87","80","96","76","61","89","100","96","90","96","92","93","79","90","83","0","0","0","85","82","87","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","89146","20240605171512","20","57","51","41","42","34","60","55","58","54","37","53","69","70","75","54","61","37","0","0","0","23","69","57","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1235","0"
"102307467","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2971","87","57","63","69","91","74","57","62","47","44","10","0","0","16","5","4","4","12","49","81000","74","67","74","46","88","86","83","84","82","84","93","92","87","96","80","95","92","90","88","93","87","97","89","0","0","0","88","94","91","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","89291","20240605171729","16","51","37","40","48","43","36","41","73","61","55","46","59","47","68","55","57","39","0","0","0","21","25","28","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1282","0"
"102307469","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","2771","86","90","65","75","87","74","57","73","49","46","20","1","0","10","5","4","6","4","61","81000","74","67","74","46","88","81","89","87","84","78","90","84","80","85","89","100","92","90","87","89","82","86","93","0","0","0","85","85","84","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","87569","20240605171939","0","40","48","41","39","35","56","55","62","61","57","47","68","60","64","64","62","42","0","0","0","26","86","45","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1243","0"
"102307475","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","1122","87","84","62","90","96","74","57","74","47","43","29","4","0","11","5","10","5","12","76","81000","74","67","74","46","88","80","89","82","89","89","90","98","87","91","92","92","87","89","95","91","91","83","86","0","0","0","79","89","88","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","89420","20240605172153","0","31","48","35","42","52","54","50","60","52","49","62","59","75","50","58","47","36","0","0","0","25","86","35","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1161","0"
"102307483","5502-85","正解はいらない(TV-Size ver.)","ナナヲアカリ","正解はいらない(TV-Size ver.)","ナナヲアカリ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","85","5502","3111","87","86","61","65","99","74","57","62","47","42","9","0","0","16","5","4","4","8","65","81000","74","67","74","46","88","78","91","88","87","88","93","84","74","99","89","93","91","85","87","96","88","93","87","0","0","0","85","89","83","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","90886","20240605172639","0","48","58","60","39","36","54","53","72","70","57","61","71","55","74","62","48","46","0","0","0","18","56","57","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","0","0","0","2","2","2","1","1269","0"
"102307495","1298-57","The Last Frontier","AZKi & 星街すいせい","The Last Frontier","AZKi & 星街すいせい","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","57","1298","3101","82","73","73","79","99","77","59","77","59","55","3","5","1","8","5","5","4","1","48","82254","74","67","74","67","95","80","83","82","64","90","90","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","2","0","1","1","1","1","2","2","2","0","1","1","0","2","2","2","2","2","0","20240605173638","58","82","59","67","69","67","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","2","2","0","1","1","1","1","2","2","2","0","1","1","0","2","2","2","2","2","1","482","0"
